Cuenta;URL_imagen;URL_tweet;Cuenta_verificada;Fechaantigua_imagen;Fechareciente_imagen;Fecha_tweet;Diferencia_dia_antiguo;Diferencia_dia_reciente;Scoring
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dJPiUX4AEoICT.jpg;URL del tweet: https://twitter.com/CNN/status/1150468763126554634;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2016-04-04;La fecha mas reciente de la imagen es: 2019-06-01;La fecha del tweet es: 2019-07-14;Hay 1196 dias de diferencia respecto a la fecha mas antigua;Hay 43 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dF02pWsAAFXJI.jpg;URL del tweet: https://twitter.com/CNN/status/1150465005671915522;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-03;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 11 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dCYSOXUAAYKC_.jpg;URL del tweet: https://twitter.com/CNN/status/1150461216508301312;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-02-02;La fecha mas reciente de la imagen es: 2019-07-04;La fecha del tweet es: 2019-07-14;Hay 3448 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_c-8yAXsAICQbW.jpg;URL del tweet: https://twitter.com/CNN/status/1150457445631909888;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-06-29;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 15 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_c7iC9XoAAMpMg.jpg;URL del tweet: https://twitter.com/CNN/status/1150453687464136704;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-10;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 4 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_c4GeNX4AEzYZl.jpg;URL del tweet: https://twitter.com/CNN/status/1150449915245604864;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2012-02-20;La fecha mas reciente de la imagen es: 2019-07-12;La fecha del tweet es: 2019-07-14;Hay 2700 dias de diferencia respecto a la fecha mas antigua;Hay 2 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_c0q3QWsAESMkt.jpg;URL del tweet: https://twitter.com/CNN/status/1150446142339080192;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2016-05-26;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 1144 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_cxPF6XsAIs71C.jpg;URL del tweet: https://twitter.com/CNN/status/1150442366865760256;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2017-01-06;La fecha mas reciente de la imagen es: 2019-07-07;La fecha del tweet es: 2019-07-14;Hay 918 dias de diferencia respecto a la fecha mas antigua;Hay 7 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_ctyCmXoAAj6Ev.jpg;URL del tweet: https://twitter.com/CNN/status/1150438569133137921;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-12-19;La fecha mas reciente de la imagen es: 2019-06-28;La fecha del tweet es: 2019-07-14;Hay 3128 dias de diferencia respecto a la fecha mas antigua;Hay 16 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_cqWsHXoAkV_UJ.jpg;URL del tweet: https://twitter.com/CNN/status/1150434800790134785;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2011-02-09;La fecha mas reciente de la imagen es: 2019-07-07;La fecha del tweet es: 2019-07-14;Hay 3076 dias de diferencia respecto a la fecha mas antigua;Hay 7 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_bYo5XXYAEeUCe.jpg;URL del tweet: https://twitter.com/CNN/status/1150344953949753344;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-07;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 7 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_aTTOiXkAETUID.jpg;URL del tweet: https://twitter.com/CNN/status/1150268715008757760;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-03;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 11 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
